State_Territory,CoC Number,CoC Name,Count Types,Year,Overall Homeless,Overall Homeless Individuals,Overall Chronically Homeless,Sheltered ES Chronically Homeless,Sheltered SH Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals,Overall Chronically Homeless People in Families,Sheltered ES Chronically Homeless People in Families,Sheltered Total Chronically Homeless People in Families,Unsheltered Chronically Homeless People in Families
Illinois,IL-512,Bloomington/Central Illinois CoC,Sheltered and Unsheltered Count,2012,668.0,361.0,60.0,39.0,10.0,49.0,11.0,60.0,39.0,10.0,49.0,11.0,0.0,0.0,0.0,0.0
Illinois,IL-512,Bloomington/Central Illinois CoC,Sheltered-Only Count,2013,536.0,353.0,62.0,53.0,4.0,57.0,5.0,57.0,48.0,4.0,52.0,5.0,5.0,5.0,5.0,0.0
Illinois,IL-512,Bloomington/Central Illinois CoC,Sheltered and Unsheltered Count,2014,669.0,219.0,59.0,54.0,0.0,54.0,5.0,59.0,54.0,0.0,54.0,5.0,0.0,0.0,0.0,0.0
Illinois,IL-512,Bloomington/Central Illinois CoC,Sheltered-Only Count,2015,619.0,238.0,63.0,47.0,0.0,47.0,16.0,48.0,32.0,0.0,32.0,16.0,15.0,15.0,15.0,0.0
Illinois,IL-512,Bloomington/Central Illinois CoC,Sheltered and Unsheltered Count,2016,411.0,215.0,83.0,71.0,0.0,71.0,12.0,58.0,46.0,0.0,46.0,12.0,25.0,25.0,25.0,0.0
Illinois,IL-512,Bloomington/Central Illinois CoC,Sheltered and Unsheltered Count,2017,433.0,253.0,52.0,45.0,0.0,45.0,7.0,46.0,39.0,0.0,39.0,7.0,6.0,6.0,6.0,0.0
Illinois,IL-512,Bloomington/Central Illinois CoC,Sheltered and Unsheltered Count,2018,387.0,248.0,43.0,31.0,0.0,31.0,12.0,34.0,22.0,0.0,22.0,12.0,9.0,9.0,9.0,0.0
Illinois,IL-512,Bloomington/Central Illinois CoC,Sheltered and Unsheltered Count,2019,319.0,223.0,49.0,35.0,0.0,35.0,14.0,44.0,30.0,0.0,30.0,14.0,5.0,5.0,5.0,0.0
Illinois,IL-512,Bloomington/Central Illinois CoC,Sheltered and Unsheltered Count,2020,408.0,271.0,71.0,47.0,0.0,47.0,24.0,71.0,47.0,0.0,47.0,24.0,0.0,0.0,0.0,0.0
Illinois,IL-512,Bloomington/Central Illinois CoC,Sheltered and Unsheltered Count,2021,275.0,196.0,27.0,20.0,0.0,20.0,7.0,24.0,17.0,0.0,17.0,7.0,3.0,3.0,3.0,0.0
Illinois,IL-512,Bloomington/Central Illinois CoC,Sheltered and Partial Unsheltered Count,2022,241.0,182.0,40.0,26.0,0.0,26.0,14.0,36.0,22.0,0.0,22.0,14.0,4.0,4.0,4.0,0.0
Illinois,IL-512,Bloomington/Central Illinois CoC,Sheltered and Unsheltered Count,2023,256.0,145.0,32.0,18.0,0.0,18.0,14.0,30.0,16.0,0.0,16.0,14.0,2.0,2.0,2.0,0.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2007,581.0,410.0,,,,,,26.0,,,4.0,22.0,,,,
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2008,611.0,420.0,,,,,,10.0,,,0.0,10.0,,,,
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2009,786.0,586.0,,,,,,111.0,97.0,,97.0,14.0,,,,
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2010,872.0,645.0,,,0.0,,,37.0,21.0,0.0,21.0,16.0,,,,
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2011,838.0,630.0,139.0,114.0,0.0,114.0,25.0,125.0,104.0,0.0,104.0,21.0,14.0,10.0,10.0,4.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2012,754.0,566.0,86.0,71.0,0.0,71.0,15.0,74.0,63.0,0.0,63.0,11.0,12.0,8.0,8.0,4.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2013,694.0,544.0,108.0,93.0,0.0,93.0,15.0,85.0,73.0,0.0,73.0,12.0,23.0,20.0,20.0,3.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2014,753.0,576.0,82.0,71.0,0.0,71.0,11.0,47.0,39.0,0.0,39.0,8.0,35.0,32.0,32.0,3.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2015,755.0,611.0,94.0,67.0,0.0,67.0,27.0,82.0,59.0,0.0,59.0,23.0,12.0,8.0,8.0,4.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2016,867.0,680.0,140.0,96.0,0.0,96.0,44.0,120.0,80.0,0.0,80.0,40.0,20.0,16.0,16.0,4.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2017,833.0,671.0,327.0,270.0,0.0,270.0,57.0,302.0,245.0,0.0,245.0,57.0,25.0,25.0,25.0,0.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2018,756.0,613.0,182.0,127.0,0.0,127.0,55.0,166.0,111.0,0.0,111.0,55.0,16.0,16.0,16.0,0.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2019,713.0,568.0,227.0,193.0,0.0,193.0,34.0,186.0,152.0,0.0,152.0,34.0,41.0,41.0,41.0,0.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2020,647.0,542.0,129.0,85.0,0.0,85.0,44.0,120.0,78.0,0.0,78.0,42.0,9.0,7.0,7.0,2.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2021,575.0,395.0,79.0,79.0,0.0,79.0,42.5,75.0,75.0,0.0,75.0,41.5,4.0,4.0,4.0,1.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Partial Unsheltered Count,2022,620.0,529.0,118.0,77.0,0.0,77.0,41.0,102.0,61.0,0.0,61.0,41.0,16.0,16.0,16.0,0.0
Idaho,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,2023,687.0,603.0,194.0,130.0,0.0,130.0,64.0,181.0,123.0,0.0,123.0,58.0,13.0,7.0,7.0,6.0
Arkansas,AR-512,"Boone, Baxter, Marion, Newton Counties CoC",Sheltered and Unsheltered Count,2010,66.0,32.0,,,0.0,,,7.0,2.0,0.0,2.0,5.0,,,,
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2007,5104.0,2948.0,,,,,,988.0,,,854.0,134.0,,,,
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2008,5198.0,2683.0,,,,,,915.0,,,834.0,81.0,,,,
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2009,5101.0,2663.0,,,,,,817.0,662.0,,662.0,155.0,,,,
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2010,5139.0,2371.0,,,0.0,,,709.0,544.0,0.0,544.0,165.0,,,,
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2011,5476.0,2550.0,618.0,534.0,0.0,534.0,84.0,501.0,417.0,0.0,417.0,84.0,117.0,117.0,117.0,0.0
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2012,5607.0,2430.0,670.0,581.0,6.0,587.0,83.0,480.0,391.0,6.0,397.0,83.0,190.0,190.0,190.0,0.0
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2013,5881.0,2541.0,543.0,491.0,3.0,494.0,49.0,465.0,413.0,3.0,416.0,49.0,78.0,78.0,78.0,0.0
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2014,5987.0,2609.0,815.0,746.0,24.0,770.0,45.0,568.0,499.0,24.0,523.0,45.0,247.0,247.0,247.0,0.0
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2015,6492.0,2539.0,957.0,900.0,22.0,922.0,35.0,635.0,578.0,22.0,600.0,35.0,322.0,322.0,322.0,0.0
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2016,6240.0,2485.0,919.0,883.0,17.0,900.0,19.0,605.0,569.0,17.0,586.0,19.0,314.0,314.0,314.0,0.0
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2017,6135.0,2492.0,769.0,719.0,12.0,731.0,38.0,526.0,476.0,12.0,488.0,38.0,243.0,243.0,243.0,0.0
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2018,6188.0,2535.0,724.0,690.0,5.0,695.0,29.0,504.0,470.0,5.0,475.0,29.0,220.0,220.0,220.0,0.0
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2019,6242.0,2392.0,825.0,808.0,0.0,808.0,17.0,508.0,491.0,0.0,491.0,17.0,317.0,317.0,317.0,0.0
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2020,6134.0,2169.0,683.0,642.0,20.0,662.0,21.0,471.0,430.0,20.0,450.0,21.0,212.0,212.0,212.0,0.0
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2021,4548.0,1659.0,605.0,548.0,40.0,588.0,17.0,431.0,374.0,40.0,414.0,17.0,174.0,174.0,174.0,0.0
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2022,4439.0,1545.0,513.0,438.0,37.0,475.0,38.0,362.0,287.0,37.0,324.0,38.0,151.0,151.0,151.0,0.0
Massachusetts,MA-500,Boston CoC,Sheltered and Unsheltered Count,2023,5202.0,1803.0,741.0,669.0,35.0,704.0,37.0,567.0,495.0,35.0,530.0,37.0,174.0,174.0,174.0,0.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2007,919.0,627.0,,,,,,135.0,,,75.0,60.0,,,,
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2008,846.0,562.0,,,,,,125.0,,,79.0,46.0,,,,
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered-Only Count,2009,825.0,545.0,,,,,,180.0,134.0,,134.0,46.0,,,,
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2010,944.0,653.0,,,0.0,,,200.0,154.0,0.0,154.0,46.0,,,,
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered-Only Count,2011,1005.0,737.0,277.0,204.0,0.0,204.0,73.0,273.0,200.0,0.0,200.0,73.0,4.0,4.0,4.0,0.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2012,902.0,587.0,199.0,126.0,0.0,126.0,73.0,196.0,123.0,0.0,123.0,73.0,3.0,3.0,3.0,0.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered-Only Count,2013,1059.0,725.0,252.0,137.0,0.0,137.0,115.0,169.0,82.0,0.0,82.0,87.0,83.0,55.0,55.0,28.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2014,1083.0,721.0,367.0,252.0,0.0,252.0,115.0,246.0,159.0,0.0,159.0,87.0,121.0,93.0,93.0,28.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered-Only Count,2015,913.0,547.0,127.0,59.0,0.0,59.0,68.0,116.0,50.0,0.0,50.0,66.0,11.0,9.0,9.0,2.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2016,886.0,525.0,98.0,56.0,0.0,56.0,42.0,83.0,41.0,0.0,41.0,42.0,15.0,15.0,15.0,0.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2017,778.0,430.0,52.0,36.0,0.0,36.0,16.0,48.0,32.0,0.0,32.0,16.0,4.0,4.0,4.0,0.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2018,864.0,524.0,83.0,72.0,0.0,72.0,11.0,63.0,52.0,0.0,52.0,11.0,20.0,20.0,20.0,0.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2019,771.0,474.0,56.0,32.0,0.0,32.0,24.0,56.0,32.0,0.0,32.0,24.0,0.0,0.0,0.0,0.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2020,697.0,457.0,44.0,30.0,0.0,30.0,14.0,44.0,30.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2021,549.0,408.0,32.0,21.0,0.0,21.0,11.0,32.0,21.0,0.0,21.0,11.0,0.0,0.0,0.0,0.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2022,603.0,410.0,12.0,3.0,0.0,3.0,9.0,12.0,3.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0
Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2023,597.0,385.0,13.0,6.0,0.0,6.0,7.0,13.0,6.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2007,262.0,143.0,,,,,,8.0,,,8.0,0.0,,,,
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2008,485.0,150.0,,,,,,0.0,,,0.0,0.0,,,,
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2009,474.0,170.0,,,,,,22.0,17.0,,17.0,5.0,,,,
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2010,474.0,169.0,,,0.0,,,23.0,18.0,0.0,18.0,5.0,,,,
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2011,505.0,180.0,16.0,7.0,0.0,7.0,9.0,7.0,3.0,0.0,3.0,4.0,9.0,4.0,4.0,5.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2012,458.0,142.0,30.0,3.0,0.0,3.0,27.0,30.0,3.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2013,451.0,136.0,13.0,8.0,0.0,8.0,5.0,13.0,8.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2014,492.0,184.0,27.0,16.0,0.0,16.0,11.0,27.0,16.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2015,487.0,193.0,38.0,28.0,0.0,28.0,10.0,30.0,23.0,0.0,23.0,7.0,8.0,5.0,5.0,3.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2016,530.0,200.0,22.0,17.0,0.0,17.0,5.0,22.0,17.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2017,511.0,198.0,27.0,20.0,0.0,20.0,7.0,27.0,20.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2018,397.0,194.0,25.0,22.0,0.0,22.0,3.0,25.0,22.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2019,359.0,156.0,35.0,32.0,0.0,32.0,3.0,30.0,27.0,0.0,27.0,3.0,5.0,5.0,5.0,0.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2020,333.0,137.0,33.0,20.0,0.0,20.0,13.0,33.0,20.0,0.0,20.0,13.0,0.0,0.0,0.0,0.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2021,282.0,148.0,33.0,29.0,0.0,29.0,4.0,31.0,27.0,0.0,27.0,4.0,2.0,2.0,2.0,0.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Partial Unsheltered Count,2022,427.0,226.0,38.0,23.0,0.0,23.0,15.0,32.0,17.0,0.0,17.0,15.0,6.0,6.0,6.0,0.0
Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2023,320.0,184.0,42.0,26.0,0.0,26.0,16.0,37.0,21.0,0.0,21.0,16.0,5.0,5.0,5.0,0.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2007,289.0,153.0,,,,,,40.0,,,39.0,1.0,,,,
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2008,289.0,153.0,,,,,,40.0,,,39.0,1.0,,,,
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2009,265.0,223.0,,,,,,58.0,45.0,,45.0,13.0,,,,
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2010,265.0,223.0,,,0.0,,,58.0,45.0,0.0,45.0,13.0,,,,
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2011,233.0,141.0,19.0,19.0,0.0,19.0,0.0,19.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2012,308.0,198.0,50.0,50.0,0.0,50.0,0.0,14.0,14.0,0.0,14.0,0.0,36.0,36.0,36.0,0.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2013,175.0,101.0,28.0,24.0,0.0,24.0,4.0,28.0,24.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2014,188.0,120.0,23.0,0.0,0.0,0.0,23.0,18.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,5.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2015,168.0,90.0,15.0,4.0,0.0,4.0,11.0,15.0,4.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2016,161.0,80.0,10.0,6.0,0.0,6.0,4.0,10.0,6.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2017,102.0,76.0,14.0,6.0,0.0,6.0,8.0,14.0,6.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2018,197.0,122.0,10.0,6.0,0.0,6.0,4.0,10.0,6.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2019,123.0,92.0,16.0,8.0,0.0,8.0,8.0,16.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2020,109.0,83.0,10.0,2.0,0.0,2.0,8.0,10.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2021,49.0,45.0,3.0,3.0,0.0,3.0,6.5,3.0,3.0,0.0,3.0,6.5,0.0,0.0,0.0,0.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Partial Unsheltered Count,2022,86.0,68.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2023,192.0,176.0,11.0,1.0,0.0,1.0,10.0,11.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2007,1377.0,929.0,,,,,,207.0,,,83.0,124.0,,,,
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2008,1250.0,837.0,,,,,,260.0,,,123.0,137.0,,,,
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2009,1069.0,801.0,,,,,,296.0,172.0,,172.0,124.0,,,,
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2010,1137.0,805.0,,,3.0,,,112.0,67.0,3.0,70.0,42.0,,,,
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2011,1156.0,774.0,139.0,54.0,11.0,65.0,74.0,139.0,54.0,11.0,65.0,74.0,0.0,0.0,0.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2012,1183.0,770.0,133.0,75.0,12.0,87.0,46.0,131.0,73.0,12.0,85.0,46.0,2.0,2.0,2.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2013,1162.0,804.0,148.0,72.0,10.0,82.0,66.0,146.0,70.0,10.0,80.0,66.0,2.0,2.0,2.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2014,1088.0,692.0,98.0,44.0,8.0,52.0,46.0,84.0,30.0,8.0,38.0,46.0,14.0,14.0,14.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2015,919.0,613.0,85.0,56.0,6.0,62.0,23.0,81.0,52.0,6.0,58.0,23.0,4.0,4.0,4.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2016,962.0,610.0,38.0,22.0,1.0,23.0,15.0,38.0,22.0,1.0,23.0,15.0,0.0,0.0,0.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2017,925.0,595.0,24.0,12.0,9.0,21.0,3.0,24.0,12.0,9.0,21.0,3.0,0.0,0.0,0.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2018,957.0,612.0,25.0,14.0,11.0,25.0,0.0,25.0,14.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2019,924.0,551.0,31.0,17.0,11.0,28.0,3.0,31.0,17.0,11.0,28.0,3.0,0.0,0.0,0.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2020,872.0,557.0,29.0,21.0,0.0,21.0,8.0,29.0,21.0,0.0,21.0,8.0,0.0,0.0,0.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2021,663.0,445.0,47.0,47.0,0.0,47.0,0.0,47.0,47.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered-Only Count,2022,856.0,547.0,50.0,44.0,0.0,44.0,6.0,50.0,44.0,0.0,44.0,6.0,0.0,0.0,0.0,0.0
New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2023,1560.0,1015.0,92.0,82.0,0.0,82.0,10.0,84.0,74.0,0.0,74.0,10.0,8.0,8.0,8.0,0.0
New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2007,896.0,610.0,,,,,,218.0,,,187.0,31.0,,,,
New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2008,896.0,610.0,,,,,,218.0,,,187.0,31.0,,,,
New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2009,979.0,382.0,,,,,,82.0,75.0,,75.0,7.0,,,,
New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2010,716.0,338.0,,,0.0,,,71.0,68.0,0.0,68.0,3.0,,,,
New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2011,1035.0,474.0,99.0,95.0,0.0,95.0,4.0,88.0,84.0,0.0,84.0,4.0,11.0,11.0,11.0,0.0
New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2012,823.0,407.0,75.0,68.0,0.0,68.0,7.0,45.0,38.0,0.0,38.0,7.0,30.0,30.0,30.0,0.0
New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2013,671.0,300.0,85.0,77.0,0.0,77.0,8.0,34.0,30.0,0.0,30.0,4.0,51.0,47.0,47.0,4.0
New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2014,1020.0,520.0,157.0,157.0,0.0,157.0,0.0,103.0,103.0,0.0,103.0,0.0,54.0,54.0,54.0,0.0
New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2015,1347.0,659.0,200.0,198.0,0.0,198.0,2.0,144.0,142.0,0.0,142.0,2.0,56.0,56.0,56.0,0.0
New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2016,926.0,471.0,133.0,133.0,0.0,133.0,0.0,103.0,103.0,0.0,103.0,0.0,30.0,30.0,30.0,0.0
New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2017,604.0,330.0,109.0,92.0,0.0,92.0,17.0,82.0,65.0,0.0,65.0,17.0,27.0,27.0,27.0,0.0
New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2018,840.0,457.0,81.0,59.0,0.0,59.0,22.0,79.0,57.0,0.0,57.0,22.0,2.0,2.0,2.0,0.0
